# File last updated on: 23 August 2023
# File prepared by: Louise Delaigue (Royal Netherlands Institute for Sea Research)
# For questions please send a message to:  louise.delaigue@nioz.nl or matthew.humphreys@nioz.nl
# EXPOCODE: 06S220220218
# Chief Scientist: Prof. Dr. Eric P. Achterberg (GEOMAR)
# Region: South Pacific Ocean (GEOTRACES GP21)
# SHIP: R/V Sonne
# Cruise:  SO289
# Shipboard contact: sonne@sonne.briese-research.de
# Notes: code for processing SO289 data can be found at doi
# DIC: Who - K. Bakker; Status -  Final
# Notes:  analysed at the Royal Netherlands Institute for Sea Resarch using a Seal QuAAtro gas-segmented continuous flow analyser and Dickson's CRMs (batch #195)
# TA: Who - L. Delaigue; Status -  Final	
# Notes:  analysed at the Royal Netherlands Institute for Sea Resarch using a VINDTA 3C (#017 Marianda Germany) and Dickson's CRMs (batch #189 #195 #198)
# Notes: TA and DIC were sampled separatly in 150 mL HDPE plastic bottles and 12 mL exetainer vials respectively
#  
EXPOCODE,Cruise_ID,TA_bottle_name,DIC_vial_name,Year_UTC,Month_UTC,Day_UTC,Time_UTC,Initial_salinity,Initial_temperature,Initial_total_phosphate,Initial_total_silicate,TA,TA_flag,DIC,DIC_flag,availability,Notes
06S220220218,SO289,EXP11-NAOH2,EXP11-NAOH2,2022.0,3.0,30.0,06:42:00,35.0224,26.7,0.0019553550538998,0.0850579448446447,2127.202900461327,2,1990.183079146508,2.0,both,
06S220220218,SO289,EXP11-C1,EXP11-C1,2022.0,3.0,30.0,06:42:00,35.0224,26.7,0.0019553550538998,0.0850579448446447,2293.336036181243,2,1984.4257463850643,2.0,both,
06S220220218,SO289,EXP11-NAOH1,EXP11-NAOH1,2022.0,3.0,30.0,06:42:00,35.0224,26.7,0.0019553550538998,0.0850579448446447,2356.790102584423,2,1998.0872139545916,2.0,both,
06S220220218,SO289,EXP4-C2,EXP4-C2,2022.0,3.0,7.0,02:03:00,35.2633,23.0,0.1728287931654061,0.0039057354387662,2304.0679008543366,2,2067.1948114594647,2.0,both,
06S220220218,SO289,EXP4-NAOH3,EXP4-NAOH3,2022.0,3.0,7.0,02:03:00,35.2633,23.0,0.1728287931654061,0.0039057354387662,2789.465908507894,2,2074.512142536464,2.0,both,
06S220220218,SO289,EXP4-NAOH2,EXP4-NAOH2,2022.0,3.0,7.0,02:03:00,35.2633,23.0,0.1728287931654061,0.0039057354387662,2793.594123289999,2,2088.2687249612227,2.0,both,
06S220220218,SO289,EXP4-C1,EXP4-C1,2022.0,3.0,7.0,02:03:00,35.2633,23.0,0.1728287931654061,0.0039057354387662,2302.802715315908,2,2062.0238974983854,2.0,both,
06S220220218,SO289,EXP4-C3,EXP4-C3,2022.0,3.0,7.0,02:03:00,35.2633,23.0,0.1728287931654061,0.0039057354387662,2309.143986234261,2,2070.2193083046245,2.0,both,
06S220220218,SO289,EXP4-NAOH1,EXP4-NAOH1,2022.0,3.0,7.0,02:03:00,35.2633,23.0,0.1728287931654061,0.0039057354387662,2795.839786043305,2,2085.829614602223,2.0,both,
06S220220218,SO289,EXP11-C2,EXP11-C2,2022.0,3.0,30.0,06:42:00,35.0224,26.7,0.0019553550538998,0.0850579448446447,2295.6021387521373,2,1992.4274631043588,2.0,both,
06S220220218,SO289,EXP9-C2,EXP9-C2,2022.0,3.0,24.0,06:02:00,35.1856,26.8,0.0127086742102107,0.1153556582157587,2302.904725721372,2,2008.0893507075525,2.0,both,
06S220220218,SO289,EXP9-NAOH2,EXP9-NAOH2,2022.0,3.0,24.0,06:02:00,35.1856,26.8,0.0127086742102107,0.1153556582157587,2518.5638046993604,2,2013.9435541496814,2.0,both,
06S220220218,SO289,EXP9-NAOH1,EXP9-NAOH1,2022.0,3.0,24.0,06:02:00,35.1856,26.8,0.0127086742102107,0.1153556582157587,2644.173250047464,2,2011.504302715461,2.0,both,
06S220220218,SO289,EXP9-NAOH3,EXP9-NAOH3,2022.0,3.0,24.0,06:02:00,35.1856,26.8,0.0127086742102107,0.1153556582157587,2001.7254907006372,2,2010.1383219122974,2.0,both,
06S220220218,SO289,EXP9-C3,EXP9-C3,2022.0,3.0,24.0,06:02:00,35.1856,26.8,0.0127086742102107,0.1153556582157587,2299.177753919801,2,1998.332344970671,2.0,both,
06S220220218,SO289,EXP7-NAOH2,EXP7-NAOH2,2022.0,3.0,17.0,04:46:00,35.4881,24.2,0.0849648246598711,0.178719113939729,2708.6246586815096,2,2070.263123573361,2.0,both,
06S220220218,SO289,EXP7-NAOH3,EXP7-NAOH3,2022.0,3.0,17.0,04:46:00,35.4881,24.2,0.0849648246598711,0.178719113939729,2557.0254055757464,2,2069.190094578435,2.0,both,
06S220220218,SO289,EXP7-C1,EXP7-C1,2022.0,3.0,17.0,04:46:00,35.4881,24.2,0.0849648246598711,0.178719113939729,2326.3017792161386,2,2062.166632066195,2.0,both,
06S220220218,SO289,EXP7-NAOH1,EXP7-NAOH1,2022.0,3.0,17.0,04:46:00,35.4881,24.2,0.0849648246598711,0.178719113939729,2764.7265329696534,2,2070.8484121160477,2.0,both,
06S220220218,SO289,EXP9-C1,EXP9-C1,2022.0,3.0,24.0,06:02:00,35.1856,26.8,0.0127086742102107,0.1153556582157587,2296.0688028966747,2,2010.6261721991416,2.0,both,
06S220220218,SO289,EXP7-C2,EXP7-C2,2022.0,3.0,17.0,04:46:00,35.4881,24.2,0.0849648246598711,0.178719113939729,2325.696258908368,2,2057.97206417694,2.0,both,
06S220220218,SO289,EXP6-C3,EXP6-C3,2022.0,3.0,14.0,04:58:00,35.4193,25.0,0.0674051937531676,0.1787702964757923,2311.98459778232,2,2041.5909840610607,2.0,both,
06S220220218,SO289,EXP6-NAOH1,EXP6-NAOH1,2022.0,3.0,14.0,04:58:00,35.4193,25.0,0.0674051937531676,0.1787702964757923,2727.569553450061,2,2058.8578802852007,2.0,both,
06S220220218,SO289,EXP7-C3,EXP7-C3,2022.0,3.0,17.0,04:46:00,35.4881,24.2,0.0849648246598711,0.178719113939729,2327.3540518323925,2,2065.7759114127625,2.0,both,
06S220220218,SO289,HL-E4-I3,HL-E4-I3,2022.0,3.0,7.0,02:03:00,35.2633,23.0,0.1728287931654061,0.0039057354387662,2317.1077590249884,2,2066.706989387665,2.0,both,
06S220220218,SO289,HL-E4-I1,HL-E4-I1,2022.0,3.0,7.0,02:03:00,35.2633,23.0,0.1728287931654061,0.0039057354387662,2319.00966521791,2,2067.389940288185,2.0,both,
06S220220218,SO289,EXP6-C1,EXP6-C1,2022.0,3.0,14.0,04:58:00,35.4193,25.0,0.0674051937531676,0.1787702964757923,2321.8274820978686,2,2051.7365050063177,2.0,both,
06S220220218,SO289,EXP6-NAOH2,EXP6-NAOH2,2022.0,3.0,14.0,04:58:00,35.4193,25.0,0.0674051937531676,0.1787702964757923,2641.4065041486438,2,2051.7365050063177,2.0,both,
06S220220218,SO289,EXP6-NAOH3,EXP6-NAOH3,2022.0,3.0,14.0,04:58:00,35.4193,25.0,0.0674051937531676,0.1787702964757923,2663.6535834816714,2,2045.4931075015443,2.0,both,
06S220220218,SO289,EXP6-C2,EXP6-C2,2022.0,3.0,14.0,04:58:00,35.4193,25.0,0.0674051937531676,0.1787702964757923,2305.5475506731564,2,2028.51887053544,2.0,both,
06S220220218,SO289,HL-E1-I2,HL-E1-I2,2022.0,2.0,26.0,01:30:00,34.4421,19.5,0.4626792669895005,,2290.830156734848,2,2433.084832002846,4.0,both,Lid
06S220220218,SO289,HL-E1-I1,HL-E1-I1,2022.0,2.0,26.0,01:30:00,34.4421,19.5,0.4626792669895005,,2288.35029156324,2,2048.7388470253068,2.0,both,
06S220220218,SO289,EXP5-NAOH1,EXP5-NAOH1,2022.0,3.0,10.0,05:09:00,35.5856,24.8,0.1152516524009414,0.5821185155166196,2710.008321097918,2,2084.3538753937573,2.0,both,
06S220220218,SO289,EXP5-NAOH3,EXP5-NAOH3,2022.0,3.0,10.0,05:09:00,35.5856,24.8,0.1152516524009414,0.5821185155166196,2737.463988144623,2,2078.6964967249924,2.0,both,
06S220220218,SO289,EXP5-NAOH2,EXP5-NAOH2,2022.0,3.0,10.0,05:09:00,35.5856,24.8,0.1152516524009414,0.5821185155166196,2663.778006726149,2,2078.989119759584,2.0,both,
06S220220218,SO289,EXP12-C3,EXP12-C3,2022.0,4.0,1.0,10:11:00,34.9827,26.2,0.0009775555710258,0.0801595568241162,2292.581567418126,2,1982.1423570566428,2.0,both,
06S220220218,SO289,EXP12-NAOH2,EXP12-NAOH2,2022.0,4.0,1.0,10:11:00,34.9827,26.2,0.0009775555710258,0.0801595568241162,1989.7560564565445,2,1979.9954915655414,2.0,both,
06S220220218,SO289,EXP12-NAOH1,EXP12-NAOH1,2022.0,4.0,1.0,10:11:00,34.9827,26.2,0.0009775555710258,0.0801595568241162,2083.4847367666425,2,1986.631257628945,2.0,both,
06S220220218,SO289,EXP12-NAOH3,EXP12-NAOH3,2022.0,4.0,1.0,10:11:00,34.9827,26.2,0.0009775555710258,0.0801595568241162,2294.6441583085502,2,1978.726889229891,2.0,both,
06S220220218,SO289,EXP12-C1,EXP12-C1,2022.0,4.0,1.0,10:11:00,34.9827,26.2,0.0009775555710258,0.0801595568241162,2289.8326388894475,2,1982.0447722615925,2.0,both,
06S220220218,SO289,EXP12-C2,EXP12-C2,2022.0,4.0,1.0,10:11:00,34.9827,26.2,0.0009775555710258,0.0801595568241162,2289.6071129561,2,1987.3143511942953,2.0,both,
06S220220218,SO289,EXP9-I1,EXP9-I1,2022.0,3.0,24.0,06:02:00,35.1856,26.8,0.0127086742102107,0.1153556582157587,2309.65488159364,2,1999.5031856590972,2.0,both,
06S220220218,SO289,EXP9-I2,EXP9-I2,2022.0,3.0,24.0,06:02:00,35.1856,26.8,0.0127086742102107,0.1153556582157587,2309.751605871269,2,2000.1861760606787,2.0,both,
06S220220218,SO289,EXP7-I2,EXP7-I2,2022.0,3.0,17.0,04:46:00,35.4881,24.2,0.0849648246598711,0.178719113939729,2328.9066804281565,2,2088.2119722157536,2.0,both,
06S220220218,SO289,EXP7-I1,EXP7-I1,2022.0,3.0,17.0,04:46:00,35.4881,24.2,0.0849648246598711,0.178719113939729,2330.3889908198225,2,2055.728458096641,2.0,both,
06S220220218,SO289,EXP9-I3,EXP9-I3,2022.0,3.0,24.0,06:02:00,35.1856,26.8,0.0127086742102107,0.1153556582157587,2309.957425642839,2,2001.1618766343668,2.0,both,
06S220220218,SO289,EXP7-I3,EXP7-I3,2022.0,3.0,17.0,04:46:00,35.4881,24.2,0.0849648246598711,0.178719113939729,2328.8203090684683,2,2175.4199650760743,4.0,both,Lid
06S220220218,SO289,EXP12-I3,EXP12-I3,2022.0,4.0,1.0,10:11:00,34.9827,26.2,0.0009775555710258,0.0801595568241162,2293.0051085376344,2,1981.6544330813924,2.0,both,
06S220220218,SO289,EXP12-I1,EXP12-I1,2022.0,4.0,1.0,10:11:00,34.9827,26.2,0.0009775555710258,0.0801595568241162,2294.737769220757,2,1978.2389652546406,2.0,both,
06S220220218,SO289,EXP5-I1,EXP5-I1,2022.0,3.0,10.0,05:09:00,35.5856,24.8,0.1152516524009414,0.5821185155166196,2338.204361160208,2,2061.139114649515,2.0,both,
06S220220218,SO289,EXP5-I2,EXP5-I2,2022.0,3.0,10.0,05:09:00,35.5856,24.8,0.1152516524009414,0.5821185155166196,2337.5263517590733,2,2068.2596084912366,2.0,both,
06S220220218,SO289,EXP5-I3,EXP5-I3,2022.0,3.0,10.0,05:09:00,35.5856,24.8,0.1152516524009414,0.5821185155166196,2337.058302824574,2,2064.3579680300195,2.0,both,
06S220220218,SO289,EXP10-I3,EXP10-I3,2022.0,3.0,27.0,06:42:00,35.078,26.0,0.0058645630411246,0.0811264554022243,2303.8874171151974,2,1997.7117850195534,2.0,both,
06S220220218,SO289,EXP10-I1,EXP10-I1,2022.0,3.0,27.0,06:42:00,35.078,26.0,0.0058645630411246,0.0811264554022243,2303.8053429129427,2,1994.4917152249143,2.0,both,
06S220220218,SO289,EXP10-I2,EXP10-I2,2022.0,3.0,27.0,06:42:00,35.078,26.0,0.0058645630411246,0.0811264554022243,2302.790538607728,2,1991.2716454302754,2.0,both,
06S220220218,SO289,EXP12-I2,EXP12-I2,2022.0,4.0,1.0,10:11:00,34.9827,26.2,0.0009775555710258,0.0801595568241162,2293.466324701076,2,1982.2399418516927,2.0,both,
06S220220218,SO289,EXP10-C2,EXP10-C2,2022.0,3.0,27.0,06:42:00,35.078,26.0,0.0058645630411246,0.0811264554022243,2294.136050496111,2,1995.662649695692,2.0,both,
06S220220218,SO289,EXP10-C1,EXP10-C1,2022.0,3.0,27.0,06:42:00,35.078,26.0,0.0058645630411246,0.0811264554022243,2292.9247894147625,2,1994.4917152249143,2.0,both,
06S220220218,SO289,EXP11-I2,EXP11-I2,2022.0,3.0,30.0,06:42:00,35.0224,26.7,0.0019553550538998,0.0850579448446447,2296.81475423151,2,1982.669271983268,2.0,both,
06S220220218,SO289,EXP10-NAOH2,EXP10-NAOH2,2022.0,3.0,27.0,06:42:00,35.078,26.0,0.0058645630411246,0.0811264554022243,2424.450243088722,2,2006.2986378052574,2.0,both,
06S220220218,SO289,EXP11-I1,EXP11-I1,2022.0,3.0,30.0,06:42:00,35.0224,26.7,0.0019553550538998,0.0850579448446447,2297.813404141751,2,1993.208118394046,2.0,both,
06S220220218,SO289,EXP11-I3,EXP11-I3,2022.0,3.0,30.0,06:42:00,35.0224,26.7,0.0019553550538998,0.0850579448446447,2300.434367726895,2,1985.791893142017,2.0,both,
06S220220218,SO289,EXP10-NAOH3,,2022.0,3.0,27.0,06:42:00,35.078,26.0,0.0058645630411246,0.0811264554022243,2376.2873126244863,2,,,TA only,
06S220220218,SO289,EXP10-NAOH1,EXP10-NAOH1,2022.0,3.0,27.0,06:42:00,35.078,26.0,0.0058645630411246,0.0811264554022243,2718.729226426719,2,2010.6896420706744,2.0,both,
06S220220218,SO289,EXP10-C3,EXP10-C3,2022.0,3.0,27.0,06:42:00,35.078,26.0,0.0058645630411246,0.0811264554022243,2294.2406148500936,2,2007.8598837662944,2.0,both,
06S220220218,SO289,EXP3-C3,EXP3-C3,2022.0,3.0,4.0,01:47:00,35.0624,22.1,0.1689059457266625,0.0078106795711751,2314.959493273668,2,2081.165033329771,2.0,both,
06S220220218,SO289,EXP3-NAOH2,EXP3-NAOH2,2022.0,3.0,4.0,01:47:00,35.0624,22.1,0.1689059457266625,0.0078106795711751,2786.6094829987646,2,2085.94640460852,2.0,both,
06S220220218,SO289,EXP3-NAOH1,EXP3-NAOH1,2022.0,3.0,4.0,01:47:00,35.0624,22.1,0.1689059457266625,0.0078106795711751,2796.0789555131714,2,2084.970614551632,2.0,both,
06S220220218,SO289,EXP3-C1,EXP3-C1,2022.0,3.0,4.0,01:47:00,35.0624,22.1,0.1689059457266625,0.0078106795711751,2315.346570395436,2,2088.5810377621165,2.0,both,
06S220220218,SO289,EXP3-NAOH3,EXP3-NAOH3,2022.0,3.0,4.0,01:47:00,35.0624,22.1,0.1689059457266625,0.0078106795711751,2790.737004962922,2,2078.335242164797,2.0,both,
06S220220218,SO289,,HL-E?-I1,,,,,,,,,,2,,2.0,DIC only,
06S220220218,SO289,,HL-E?-I2,,,,,,,,,,2,,2.0,DIC only,
06S220220218,SO289,,HL-E?-I3,,,,,,,,,,2,,2.0,DIC only,
06S220220218,SO289,,HL-Eh-C1,,,,,,,,,,2,,2.0,DIC only,
06S220220218,SO289,,HL-Eh-C2,,,,,,,,,,2,,2.0,DIC only,
06S220220218,SO289,,HL-Eh-C3,,,,,,,,,,2,,2.0,DIC only,
06S220220218,SO289,,HL-E4-I2,,,,,,,,,,2,,2.0,DIC only,
06S220220218,SO289,,EXP8-I,,,,,,,,,,2,,2.0,DIC only,
06S220220218,SO289,,EXP8-NAOH1,,,,,,,,,,2,,2.0,DIC only,
06S220220218,SO289,,EXP8-NAOH2,,,,,,,,,,2,,2.0,DIC only,
06S220220218,SO289,,EXP8-NAOH3,,,,,,,,,,2,,2.0,DIC only,
06S220220218,SO289,,EXP-NAOH3,,,,,,,,,,2,,2.0,DIC only,
06S220220218,SO289,,EXP3-C2,,,,,,,,,,2,,2.0,DIC only,
06S220220218,SO289,,EXP8-C1,,,,,,,,,,2,,2.0,DIC only,
06S220220218,SO289,,EXP8-C2,,,,,,,,,,2,,2.0,DIC only,
06S220220218,SO289,,EXP8-C3,,,,,,,,,,2,,2.0,DIC only,
06S220220218,SO289,,EXP11 C3,,,,,,,,,,2,,2.0,DIC only,
