,bottle,station,cast,niskin,depth,counts,run_time,dic_cell_id,dbs_fname,analysis_datetime,analysis_datenum,salinity,alkalinity_certified,total_phosphate,total_silicate,total_ammonium,crm,exp_number,sample_date,time,latitude,longitude,temperature,ton,temperature_override,analyte_volume,file_path,analysis_batch,reference_good,file_name,analyte_mass,file_good,titrant_molinity_here,titrant_molinity,alkalinity,alkalinity_gran,alkalinity_gran_estimate,alkalinity_npts,alkalinity_std,emf0,emf0_gran,emf0_gran_estimate,pH_initial,temperature_initial,alkalinity_offset
10,ST44,444,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-22 15:12:00,19318.633333333335,35.0,,0.0,0.0,0.0,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,444-0  0  (0)ST44.dat,0.10117281148021293,True,,0.10011590766509706,2279.609379778607,2295.3430024478985,,6.0,2.5255478861108998,635.8793045897891,629.9044121025111,,7.934998569786902,25.0,
11,ST37,444,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-22 15:26:00,19318.643055555556,35.0,,0.0,0.0,0.0,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,444-0  0  (0)ST37.dat,0.10117281148021293,True,,0.10011590766509706,2272.168014994162,2288.26612885733,,6.0,2.3674832092421356,635.8911655559123,629.9401469769228,,7.928437661363465,25.0,
12,SO289-41142,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-22 15:40:00,19318.652777777777,35.0733,,0.0205079970349477,0.8252027378348019,,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,0-0  0  (0)SO289-41142.dat,0.10117828850352062,True,,0.10011590766509706,2293.277792833427,2308.042389748735,,7.0,2.844115322211806,636.6672446627996,630.6331529816773,,8.098758671407944,25.0,
13,SO289-41169,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-22 15:55:00,19318.663194444445,34.6428,,1.2523636960603066,5.197016273822802,,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,0-0  0  (0)SO289-41169.dat,0.10114612455598325,True,,0.10011590766509706,2284.2825226391087,2299.5522431934305,,6.0,2.71852304295206,636.5725105843721,630.6115792742805,,8.016020530580224,25.0,
14,SO289-03042022-21-00,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-22 16:10:00,19318.67361111111,,,,,,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,0-0  0  (0)SO289-03042022-21-00.dat,,True,,0.10011590766509706,,,,0.0,,,,,,,
15,SO289-40388,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-22 16:25:00,19318.684027777777,34.6542,,2.4304637774940625,110.91921608342577,,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,0-0  0  (0)SO289-40388.dat,0.10114697618219025,True,,0.10011590766509706,2380.6225999876256,2386.157871374916,,6.0,1.7313080704996524,636.7799538374877,630.4684231162144,,7.967126195639605,25.0,
16,SO289-41180,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-22 16:39:00,19318.69375,35.6836,,0.3309080496471778,0.5954392633769275,,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,0-0  0  (0)SO289-41180.dat,0.10122389949445475,True,,0.10011590766509706,2328.5455624203782,2344.7630247193965,,7.0,4.634714040272747,636.7821434656136,630.7801192062984,,8.049145186322683,25.0,
17,SO289-25032022-05-25,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-22 16:54:00,19318.704166666666,34.8585,,,,,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,0-0  0  (0)SO289-25032022-05-25.dat,0.10116223916005797,True,,0.10011590766509706,2281.21494417234,2295.1306708013144,,6.0,2.667229780803751,636.668145031844,630.6237036453173,,8.100464240864794,25.0,
18,NUTSLAB02,22,11,22,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-22 17:09:00,19318.714583333334,35.0,,0.0,0.0,0.0,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,22-11  22  (0)NUTSLAB02.dat,0.10117281148021293,True,,0.10011590766509706,2364.3806303128786,2371.654083159394,,6.0,1.724870123024602,636.7970475861952,630.5527575681489,,7.95051163915158,25.0,
19,SO289-18032022-07-45,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-22 17:24:00,19318.725,35.3194,,,,,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,0-0  0  (0)SO289-18032022-07-45.dat,0.10119667894291237,True,,0.10011590766509706,2309.590288121295,2323.686241919326,,7.0,3.721700381451514,636.780645255806,630.6905569993046,,8.06855888711526,25.0,
20,SO289-41205,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-22 17:38:00,19318.734722222223,34.3765,,2.2042823068606445,38.67460207010552,,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,0-0  0  (0)SO289-41205.dat,0.10112623243916213,True,,0.10011590766509706,2298.796748800656,2313.0458032967185,,7.0,3.1690455761917233,636.6007057865149,630.5903174097616,,7.975928726564587,25.0,
21,SO289-02032022-02-09,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-22 17:52:00,19318.744444444445,34.8076,,,,,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,0-0  0  (0)SO289-02032022-02-09.dat,0.1011584363229265,True,,0.10011590766509706,2295.9646071488587,2309.9183895539845,,7.0,2.855139395533892,636.5521284792723,630.4999249035842,,8.059625103423235,25.0,
22,SO289-23032022-23-50,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-22 18:07:00,19318.754861111112,35.1787,,,,,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,0-0  0  (0)SO289-23032022-23-50.dat,0.10118616446382377,True,,0.10011590766509706,2301.071169382168,2315.133500818633,,7.0,3.0821356281315992,636.7099902081712,630.6289678895296,,8.093564995524913,25.0,
23,SO289-41160,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-22 18:22:00,19318.765277777777,34.5565,,2.4716713862447355,86.32776365435417,,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,0-0  0  (0)SO289-41160.dat,0.10113967777567577,True,,0.10011590766509706,2357.417494860275,2363.3080688374494,,6.0,0.8653394989696603,636.6812541651741,630.3693064932314,,8.000955177091418,25.0,
24,SO289-41199,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-22 18:36:00,19318.775,34.6134,,2.468636493708076,104.1242933590696,,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,0-0  0  (0)SO289-41199.dat,0.10114392828236157,True,,0.10011590766509706,2379.176461336107,2386.8886372596044,,6.0,1.3539091457201702,636.6555411185032,630.4705138025681,,7.981081510806426,25.0,
25,SO289-01042022-23-00,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-22 18:51:00,19318.785416666666,35.0483,,,,,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,0-0  0  (0)SO289-01042022-23-00.dat,0.1011764204614873,True,,0.10011590766509706,2291.187933708577,2305.9360593123874,,7.0,2.4405277084374006,636.628528895153,630.6054973233978,,8.100639764505308,25.0,
26,SO289-41288,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-22 19:06:00,19318.795833333334,35.1799,,0.0380832730304843,0.096672923846614,,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,0-0  0  (0)SO289-41288.dat,0.10118625413594959,True,,0.10011590766509706,2299.5780825270917,2313.233642845812,,7.0,2.9938111893006236,636.5518864343735,630.4547667684611,,8.09173766331091,25.0,
27,SO289-41217,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-22 19:20:00,19318.805555555555,34.4041,,2.147568017927904,41.19949982346038,,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,0-0  0  (0)SO289-41217.dat,0.10112829396816424,True,,0.10011590766509706,2304.250749610172,2318.7860356686797,,7.0,3.118097964978798,636.3452283407154,630.345004050036,,7.970765088351501,25.0,
28,SO289-28022022-16-20,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-22 19:35:00,19318.815972222223,34.4225,,,,,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,0-0  0  (0)SO289-28022022-16-20.dat,0.10112966833877972,True,,0.10011590766509706,2283.21173448784,2297.5212106291665,,6.0,2.3673727137165037,636.4367189560751,630.4389116254634,,8.048377353094768,25.0,
29,NUTSLAB03,22,11,22,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-22 19:50:00,19318.82638888889,35.0,,0.0,0.0,0.0,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,22-11  22  (0)NUTSLAB03.dat,0.10117281148021293,True,,0.10011590766509706,2364.0204416089737,2372.2227345145843,,6.0,1.6796299966137014,636.4865908010372,630.2948744454616,,7.95118005791059,25.0,
30,CRM-198-1232-02,666,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-22 20:04:00,19318.83611111111,33.504,2200.67,0.67,3.8,0.0,True,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,True,666-0  0  (0)CRM-198-1232-02.dat,0.10106107928593495,True,0.10018968070685638,0.10011590766509706,2199.0506586632246,2209.490959355704,,6.0,0.7007509987921293,636.2583490431288,630.2393170532744,,7.925347422315142,25.0,-1.6193413367755056
31,JUNK01,23,11,22,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-23 08:20:00,19319.347222222223,35.0,,0.0,0.0,0.0,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,23-11  22  (0)JUNK01.dat,0.10117281148021293,True,,0.10011590766509706,2388.504846400831,2394.4333630382657,,6.0,1.1138616188273778,634.7655528610424,628.464906319099,,7.894197715796411,25.0,
32,JUNK02,23,11,22,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-23 08:34:00,19319.356944444444,35.0,,0.0,0.0,0.0,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,23-11  22  (0)JUNK02.dat,0.10117281148021293,True,,0.10011590766509706,2389.2977321485077,2396.7037140593734,,6.0,1.357514779423986,634.984130694584,628.7789896717677,,7.8962020962864266,25.0,
33,JUNK03,23,11,22,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-23 08:49:00,19319.36736111111,35.0,,0.0,0.0,0.0,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,23-11  22  (0)JUNK03.dat,0.10117281148021293,True,,0.10011590766509706,2390.4853438193923,2397.563550108988,,6.0,1.319094399890518,635.2149971993844,628.9869494347952,,7.897569023305384,25.0,
34,CRM-198-0366-02,666,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-23 09:05:00,19319.378472222223,33.504,2200.67,0.67,3.8,0.0,True,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,True,666-0  0  (0)CRM-198-0366-02.dat,0.10106107928593495,True,0.10004739210156216,0.10011590766509706,2202.176086201444,2211.1416352013066,,6.0,0.9116996711947973,635.8381500130029,629.7463437989734,,7.928386688131842,25.0,1.5060862014438499
35,NUTSLAB01,23,11,22,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-23 09:28:00,19319.394444444446,35.0,,0.0,0.0,0.0,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,23-11  22  (0)NUTSLAB01.dat,0.10117281148021293,True,,0.10011590766509706,2363.569753985818,2371.752007238519,,6.0,1.547413594074831,636.1889129447338,629.9904708152513,,7.950374135234099,25.0,
36,SO289-01032022-17-20,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-23 09:43:00,19319.40486111111,34.7411,,,,,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,0-0  0  (0)SO289-01032022-17-20.dat,0.1011534681464637,True,,0.10011590766509706,2297.4660275215156,2312.18947541667,,7.0,3.111231532431391,636.1709959956598,630.1546088762847,,8.048956755056729,25.0,
37,SO289-17032022-19-30,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-23 09:57:00,19319.414583333335,35.3377,,,,,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,0-0  0  (0)SO289-17032022-19-30.dat,0.10119804656042765,True,,0.10011590766509706,2305.4558145137726,2320.8875200970388,,7.0,3.386297672224768,636.2170858167091,630.1973636833086,,8.06663933505916,25.0,
38,SO289-41282,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-23 10:12:00,19319.425,35.2251,,0.7889808822794628,2.702845398699941,,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,0-0  0  (0)SO289-41282.dat,0.10118963183112614,True,,0.10011590766509706,2306.941100667525,2322.1859395137517,,7.0,3.4071955916014445,636.371881008125,630.3503397124667,,8.057423465206007,25.0,
39,SO289-40977,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-23 10:27:00,19319.435416666667,34.7216,,2.21153346736312,119.21865065868673,,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,0-0  0  (0)SO289-40977.dat,0.10115201134855244,True,,0.10011590766509706,2367.368244988536,2375.135463293706,,6.0,1.0997903832951401,636.4586022824669,630.2598024136358,,8.069031458734461,25.0,
40,SO289-01042022-13-30,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-23 10:42:00,19319.445833333335,35.0234,,,,,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,0-0  0  (0)SO289-01042022-13-30.dat,0.10117455991827501,True,,0.10011590766509706,2289.420763056799,2302.724805132686,,7.0,2.588265180878676,636.4311634175963,630.3359970605496,,8.100684297157223,25.0,
41,SO289-01032022-00-58,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-23 10:57:00,19319.45625,34.42,,,,,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,0-0  0  (0)SO289-01032022-00-58.dat,0.10112948160279864,True,,0.10011590766509706,2279.9890438620987,2295.3881293809527,,6.0,2.232858486805727,636.288118292443,630.352953926807,,8.046710656709921,25.0,
42,SO289-41280,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-23 11:11:00,19319.46597222222,34.3686,,1.90433127616946,19.381382859978142,,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,0-0  0  (0)SO289-41280.dat,0.10112564236977666,True,,0.10011590766509706,2283.315061876077,2298.6770369787546,,6.0,2.301886893455555,636.3200206317874,630.3891737687588,,8.024430192005482,25.0,
43,SO289-24032022-00-00,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-23 11:26:00,19319.47638888889,35.1804,,,,,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,0-0  0  (0)SO289-24032022-00-00.dat,0.10118629149935363,True,,0.10011590766509706,2295.0956278032754,2309.518037321818,,7.0,2.702548016076488,636.5338378920803,630.482567249656,,8.087206704593733,25.0,
44,SO289-41266,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-23 11:41:00,19319.486805555556,34.6933,,2.472397769208789,124.083890412385,,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,0-0  0  (0)SO289-41266.dat,0.1011498971527403,True,,0.10011590766509706,2402.112866611055,2408.8022270180727,,6.0,1.9458554844872178,636.5698382795924,630.348398752851,,7.999917033627668,25.0,
45,SO289-41240,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-23 11:55:00,19319.496527777777,34.9967,,0.0224624140816759,0.0947327898227201,,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,0-0  0  (0)SO289-41240.dat,0.10117256490750309,True,,0.10011590766509706,2288.551143205812,2303.548766893843,,6.0,2.3055176040577043,636.4585340852261,630.4763559052888,,8.097766257119956,25.0,
46,NUTSLAB02,23,11,22,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-23 12:10:00,19319.506944444445,35.0,,0.0,0.0,0.0,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,23-11  22  (0)NUTSLAB02.dat,0.10117281148021293,True,,0.10011590766509706,2363.3199204820203,2371.7972926836815,,6.0,1.521605121047262,636.5405477926095,630.3591633751374,,7.95293729498842,25.0,
47,SO289-41011,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-23 12:25:00,19319.51736111111,34.5007,,2.411200451000754,72.41905730568513,,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,0-0  0  (0)SO289-41011.dat,0.10113550957419697,True,,0.10011590766509706,2331.400069757506,2347.6841726558887,,7.0,4.465477466228804,636.2832487432125,630.3560750770157,,7.964646365978625,25.0,
48,SO289-41216,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-23 12:40:00,19319.527777777777,35.4681,,0.0195257150771507,0.1269171480014796,,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,0-0  0  (0)SO289-41216.dat,0.10120779218769303,True,,0.10011590766509706,2316.4367322992434,2332.155032378932,,7.0,4.146885661004116,636.4672204630168,630.4506927374819,,8.097913087312854,25.0,
49,SO289-41022,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-23 12:55:00,19319.538194444445,35.0445,,0.0292977636183164,0.1894588713984463,,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,0-0  0  (0)SO289-41022.dat,0.10117613652144611,True,,0.10011590766509706,2292.8152147729284,2306.7330421505058,,7.0,3.259791609641445,636.5833199690521,630.5080480212021,,8.106636975664555,25.0,
50,SO289-41159,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-23 13:10:00,19319.54861111111,34.6057,,2.5165191456071283,102.7669829352824,,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,0-0  0  (0)SO289-41159.dat,0.10114335307392315,True,,0.10011590766509706,1626.5545292690747,1635.046673246885,,6.0,1.2629780943252027,646.3231813829698,639.9982642345151,,8.197744501744886,25.0,
51,SO289-30359,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-23 13:26:00,19319.55972222222,,,,,,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,0-0  0  (0)SO289-30359.dat,,True,,0.10011590766509706,,,,0.0,,,,,,,
52,SO289-41146,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-23 13:41:00,19319.57013888889,34.7227,,2.2769789363239448,120.47181991284089,,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,0-0  0  (0)SO289-41146.dat,0.10115209352646443,True,,0.10011590766509706,2365.10818609717,2372.766368064518,,6.0,1.4524172228573127,636.4934848803744,630.281250289113,,8.044265845730532,25.0,
53,SO289-40382,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-23 13:56:00,19319.580555555556,34.6995,,2.404984334819674,118.87480042941128,,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,0-0  0  (0)SO289-40382.dat,0.10115036033052685,True,,0.10011590766509706,2392.542298108407,2399.4618182877907,,6.0,1.520289685804895,636.4225411146435,630.2027892611312,,7.9703815948101475,25.0,
54,SO289-41157,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-23 14:10:00,19319.590277777777,34.6479,,2.877885733199406,117.39839570899696,,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,0-0  0  (0)SO289-41157.dat,0.10114650554597045,True,,0.10011590766509706,2392.551503549633,2399.6344519581367,,6.0,1.4299835481097967,636.4316191136214,630.2279820056742,,8.070265698789601,25.0,
55,SO289-03032022-13-00,0,0,0,0,0,0,C_Nov21-22_0811,data/TA_ONLY/SO289_TA_only.dbs,2022-11-23 14:25:00,19319.600694444445,34.8017,,,,,False,,,,,,,,25.0,98.865,data/TA_ONLY/SO289_TA_only/,0,False,0-0  0  (0)SO289-03032022-13-00.dat,0.1011579955297118,True,,0.10011590766509706,2297.0708167816383,2312.230758543615,,7.0,3.214080730794441,636.3503444053952,630.3391296641461,,8.051143195988768,25.0,
