bottle,station,cast,niskin,depth,counts,run_time,dic_cell_id,dbs_fname,analysis_datetime,analysis_datenum,real_day,salinity,dic_certified,alkalinity_certified,total_phosphate,total_silicate,total_ammonium,crm,temperature_override,file_good,flag,notes,analyte_volume,file_path,analysis_batch,reference_good,file_name,analyte_mass,titrant_molinity_here,titrant_molinity,alkalinity,alkalinity_gran,alkalinity_gran_estimate,alkalinity_npts,alkalinity_std,emf0,emf0_gran,emf0_gran_estimate,pH_initial,temperature_initial,alkalinity_offset,blank_good,k_dic_good,logfile_index,blank_here,blank_here_min,blank_here_max,blank_here_std,blank_here_count,analysis_datenum_scaled,blank,counts_corrected,temperature_analysis_dic,density_analysis_dic,k_dic_here,k_dic,dic,dic_offset,nuts_offset,offset_pchip,dic_corrected
NUTSLAB03,27,8,22,0,199886,11,C_Aug27-22_0908,data/64PE503_SO289_2022.dbs,2022-08-27 14:34:00,19231.606944444444,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,0,False,27-8  22  (0)NUTSLAB03.dat,0.1011728114802129,,0.1001453250751579,2369.678460988516,2373.1205172215127,,6.0,1.8964197602158488,637.2469493503309,630.8129837350659,,8.014743281209153,25.0,,True,False,18156,29.33333333333333,5.0,64.0,24.308206204672715,6.0,0.160972684243353,23.90860762701852,199623.0053161028,25.0,1.0233430585162893,,0.0108656498885422,2119.556748260155,,5.567037573560356,5.567037573560356,2125.1237858337154
64PE503-54-4-5,54,4,5,0,203890,11,C_Aug27-22_0908,data/64PE503_SO289_2022.dbs,2022-08-27 14:55:00,19231.621527777777,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,0,False,54-4  5  (0)64PE503-54-4-5.dat,0.1011728114802129,,0.1001453250751579,2309.4567223412496,2327.830097410078,,7.0,2.950437902441485,636.9440364942756,631.104891197316,,7.8414331617652,25.0,,True,False,18175,28.33333333333333,0.0,43.0,15.062831370260003,6.0,0.2765428165184144,23.00984179225773,203636.89174028515,25.0,1.0233430585162893,,0.0108656498885422,2162.175383540461,,,5.49623958697917,2167.6716231274404
SO289-40243,0,0,0,0,217756,11,C_Aug27-22_0908,data/64PE503_SO289_2022.dbs,2022-08-27 15:14:00,19231.63472222222,True,34.6796,,,2.4704691483864063,123.16885864475952,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,0,False,0-0  0  (0)SO289-40243.dat,0.1011488736850554,,0.1001453250751579,2402.901096173297,2412.865298977795,,6.0,2.502217158160378,637.2832974954407,631.2735774067773,,7.675597328417868,25.0,,True,False,18194,31.166666666666668,7.0,59.0,19.34267015923316,6.0,0.3811062695223199,22.196841792614737,217511.83474028125,25.0,1.0231009324336766,,0.0108656498885422,2310.043288965113,,,5.335504755491089,2315.378793720604
64PE503-37-6-8,37,6,8,0,199041,11,C_Aug27-22_0908,data/64PE503_SO289_2022.dbs,2022-08-27 15:36:00,19231.65,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,0,False,37-6  8  (0)64PE503-37-6-8.dat,0.1011728114802129,,0.1001453250751579,2307.659599261412,2327.947199093928,,7.0,3.637910706687516,637.232773625812,631.509596314265,,7.940973433878006,25.0,,True,False,18213,15.0,0.0,35.0,11.972189997378647,6.0,0.5021797414473744,21.255574197196623,198807.18868383084,25.0,1.0233430585162893,,0.0108656498885422,2110.894572046864,,,5.081245778095546,2115.97581782496
64PE503-41-4-5,41,4,5,0,203121,11,C_Aug27-22_0908,data/64PE503_SO289_2022.dbs,2022-08-27 15:55:00,19231.663194444445,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,0,False,41-4  5  (0)64PE503-41-4-5.dat,0.1011728114802129,,0.1001453250751579,2308.132318335077,2322.3111446293365,,7.0,3.4995383526110326,637.4215901713021,631.3845034248466,,7.860492766112617,25.0,,True,False,18232,13.833333333333334,0.0,38.0,14.76952568259688,6.0,0.6067431944512799,20.442705963414245,202896.13023440243,25.0,1.0233430585162893,,0.0108656498885422,2154.310127498659,,,4.841751848750671,2159.1518793474097
SO289-41097,0,0,0,0,213371,11,C_Aug27-22_0908,data/64PE503_SO289_2022.dbs,2022-08-27 16:15:00,19231.67708333333,True,34.7204,,,2.2193500460797333,119.5713910389648,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,0,False,0-0  0  (0)SO289-41097.dat,0.10115192169998,,0.1001453250751579,2366.404050128109,2372.50560547085,,6.0,1.4177644857863378,637.76274185585,631.4584204121202,,7.706521342409786,25.0,,True,False,18251,23.33333333333333,0.0,48.0,15.595583420386111,6.0,0.7168099870763482,19.58707779782029,213155.542144224,25.0,1.023131762504223,,0.0108656498885422,2263.7098931155474,,,4.609366552579512,2268.319259668127
NUTSLAB04,27,8,22,0,199935,11,C_Aug27-22_0908,data/64PE503_SO289_2022.dbs,2022-08-27 16:32:00,19231.68888888889,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,0,False,27-8  22  (0)NUTSLAB04.dat,0.1011728114802129,,0.1001453250751579,2365.587627228719,2377.8529610592373,,6.0,0.6824168996895436,637.6515320168837,631.6874451378105,,8.00974969411207,25.0,,True,False,18270,28.83333333333333,0.0,63.0,26.384444070112394,6.0,0.810366760837928,18.859803602946148,199727.5421603676,25.0,1.0233430585162893,,0.0108656498885422,2120.6666993569856,,4.457086476729728,4.457086476729728,2125.1237858337154
64PE503-52-6-8,52,6,8,0,197960,11,C_Aug27-22_0908,data/64PE503_SO289_2022.dbs,2022-08-27 17:10:00,19231.715277777777,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,0,False,52-6  8  (0)64PE503-52-6-8.dat,0.1011728114802129,,0.1001453250751579,2309.461935928487,2322.5309567242894,,7.0,4.762957890274103,637.917289953708,631.7598973275176,,7.96691213167151,25.0,,True,False,18308,20.33333333333333,0.0,91.0,32.13340248955214,6.0,1.019493666845739,17.23414647629597,197770.42438876076,25.0,1.0233430585162893,,0.0108656498885422,2099.8864181795707,,,4.1947188097489985,2104.0811369893195
64PE503-11-4-5,11,4,5,0,197645,11,C_Aug27-22_0908,data/64PE503_SO289_2022.dbs,2022-08-27 17:28:00,19231.727777777774,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,0,False,11-4  5  (0)64PE503-11-4-5.dat,0.1011728114802129,,0.1001453250751579,2301.9034767467533,2315.905189645684,,7.0,4.286450819126712,637.88708568865,631.7986328969392,,7.96555639882249,25.0,,True,False,18327,8.666666666666666,0.0,34.0,12.684198393626966,6.0,1.1185537802284815,16.464101516278838,197463.89488332093,25.0,1.0233430585162893,,0.0108656498885422,2096.631749807221,,,4.0801743128551715,2100.7119241200758
64PE503-65-1-11,65,1,11,0,194057,11,C_Aug27-22_0908,data/64PE503_SO289_2022.dbs,2022-08-27 17:46:00,19231.74027777778,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,0,False,65-1  11  (0)64PE503-65-1-11.dat,0.1011728114802129,,0.1001453250751579,2304.980007745353,2317.5127749133976,,7.0,4.406721881202384,637.8773706051509,631.7505724103902,,8.041457932966178,25.0,,True,False,18346,21.0,0.0,53.0,18.859126879754182,6.0,1.2176138936112244,15.694057403884624,193884.36536855728,25.0,1.0233430585162893,,0.0108656498885422,2058.625028454641,,,3.9732572727136475,2062.5982857273543
SO289-41162,0,0,0,0,211450,11,C_Aug27-22_0908,data/64PE503_SO289_2022.dbs,2022-08-27 18:06:00,19231.754166666666,True,34.4667,,,2.381950876944257,62.66152643301756,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,0,False,0-0  0  (0)SO289-41162.dat,0.1011329698747221,,0.1001453250751579,2319.9997433479907,2340.5223341289075,,7.0,4.100319842637751,637.6766199207209,631.9797892284961,,7.650974378041679,25.0,,True,False,18365,3.0,0.0,18.0,6.708203932499369,6.0,1.3276806862362929,14.8384533696436,211286.77701293392,25.0,1.02294006852498,,0.0108656498885422,2244.284113742271,,,3.8646216643748144,2248.1487354066458
64PE503-4-1-8,4,1,8,0,198069,11,C_Aug27-22_0908,data/64PE503_SO289_2022.dbs,2022-08-27 18:24:00,19231.766666666663,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,0,False,4-1  8  (0)64PE503-4-1-8.dat,0.1011728114802129,,0.1001453250751579,2306.1379353849543,2319.4924631179792,,7.0,6.391822682685825,638.0922402163329,632.0007361444832,,7.962262828248499,25.0,,True,False,18384,11.166666666666666,0.0,64.0,23.63906841556062,6.0,1.426740799619035,14.068409996932049,197914.2474900337,25.0,1.0233430585162893,,0.0108656498885422,2101.413502817818,,,3.7770883976257403,2105.190591215444
NUTSLAB05,27,8,22,0,199945,11,C_Aug27-22_0908,data/64PE503_SO289_2022.dbs,2022-08-27 18:43:00,19231.77986111111,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,0,False,27-8  22  (0)NUTSLAB05.dat,0.1011728114802129,,0.1001453250751579,2369.514173508452,2379.5865797211445,,6.0,1.5806721024384978,638.2158083575978,632.1385040639307,,8.01337171438324,25.0,,True,False,18403,23.166666666666668,0.0,83.0,29.996759084200335,6.0,1.5313042526229408,13.25558657743651,199799.1885476482,25.0,1.0233430585162893,,0.0108656498885422,2121.427426225157,,3.696359608558396,3.696359608558396,2125.1237858337154
NUTSLAB06,29,8,22,0,200506,11,C_Aug29-22_0808,data/64PE503_SO289_2022.dbs,2022-08-29 10:55:00,19233.45486111111,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,0,False,29-8  22  (0)NUTSLAB06.dat,0.1011728114802129,,0.1001453250751579,2370.245121611405,2378.3087858222148,,6.0,3.271722343019888,638.5301256794612,632.3470269351503,,8.016149252345247,25.0,,True,False,18639,50.5,0.0,69.0,23.935677693908453,6.0,-0.772944093448427,45.812281662593705,200002.06490171148,25.0,1.0233430585162893,,0.0108340199904763,2117.399782261962,,0.0,0.0,2117.399782261962
SO289-41000,0,0,0,0,186953,11,C_Aug29-22_0808,data/64PE503_SO289_2022.dbs,2022-08-29 11:13:00,19233.46736111111,True,34.8739,,,0.0293014661959395,0.2344117295675162,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,0,False,0-0  0  (0)SO289-41000.dat,0.1011633897455721,,0.1001453250751579,2285.5222986432395,2299.760144266469,,7.0,4.249155588225199,638.3863307739615,632.3498781387399,,8.151482145611881,25.0,,True,False,18658,40.0,4.0,74.0,22.985502677412416,6.0,-0.6743779256677324,44.45728019559078,186463.9699178485,25.0,1.0232477595263454,,0.0108340199904763,1974.257318216518,,,0.00510931128507175,1974.2624275278029
64PE503-31-6-2,31,6,2,0,201069,11,C_Aug29-22_0808,data/64PE503_SO289_2022.dbs,2022-08-29 11:32:00,19233.480555555558,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,0,False,31-6  2  (0)64PE503-31-6-2.dat,0.1011728114802129,,0.1001453250751579,2310.7282929152234,2329.030093663105,,7.0,4.054611753055458,638.3687147871544,632.5253866239475,,7.917070889335868,25.0,,True,False,18677,39.333333333333336,30.0,50.0,6.968181653455625,6.0,-0.570335859688155,43.01063680069456,200595.8829951924,25.0,1.0233430585162893,,0.0108340199904763,2123.686468864212,,,0.022620362669492362,2123.7090892268816
64PE503-24-5-8,24,5,8,0,199990,11,C_Aug29-22_0808,data/64PE503_SO289_2022.dbs,2022-08-29 11:52:00,19233.494444444445,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,0,False,24-5  8  (0)64PE503-24-5-8.dat,0.1011728114802129,,0.1001453250751579,2306.947324095291,2316.3201609700927,,7.0,4.479456189852744,638.5402089500961,632.2259989154958,,7.9410991168871075,25.0,,True,False,18696,35.5,14.0,66.0,17.260262647673315,6.0,-0.4608178954810085,41.46975091028639,199533.8327399869,25.0,1.0233430585162893,,0.0108340199904763,2112.4426600553948,,,0.056262097909064654,2112.4989221533037
SO289-40957,0,0,0,0,202492,11,C_Aug29-22_0808,data/64PE503_SO289_2022.dbs,2022-08-29 12:26:00,19233.51805555556,True,34.4808,,,1.3521679982537944,4.961205993593041,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,0,False,0-0  0  (0)SO289-40957.dat,0.1011340230970751,,0.1001453250751579,2065.715680596177,2075.4251875741734,,6.0,2.086509517809571,641.2781443087018,635.1619662150551,,7.858913203910522,25.0,,True,False,18715,39.0,5.0,64.0,18.37570860311696,6.0,-0.2746373563460712,38.80779176137003,202065.1142906249,25.0,1.0229507216616112,,0.0108340199904763,2140.061531064331,,,0.15457016092243686,2140.2161012252536
NUTSLAB07,29,8,22,0,200358,11,C_Aug29-22_0808,data/64PE503_SO289_2022.dbs,2022-08-29 13:08:00,19233.547222222223,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,0,False,29-8  22  (0)NUTSLAB07.dat,0.1011728114802129,,0.1001453250751579,2366.661025597042,2374.7727600398302,,6.0,2.1068443025421906,638.9982181233254,632.7927209618204,,8.018990603084568,25.0,,True,False,18738,42.0,8.0,60.0,18.009256878986797,6.0,-0.0446496315340126,35.44604472595961,199968.09350801448,25.0,1.0233430585162893,,0.0108340199904763,2117.0401308671007,,0.35965139486143016,0.35965139486143016,2117.399782261962
NUTSLAB08,29,8,22,0,200088,11,C_Aug29-22_0808,data/64PE503_SO289_2022.dbs,2022-08-29 13:51:00,19233.577083333334,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,0,False,29-8  22  (0)NUTSLAB08.dat,0.1011728114802129,,0.1001453250751579,2366.800920077998,2375.2071747484515,,6.0,1.4157181035682276,638.8887843214176,632.6956125280991,,8.011224563501171,25.0,,True,False,18776,40.833333333333336,15.0,65.0,18.791990019390944,6.0,0.1908139914769287,31.920670676466443,199736.87262255888,25.0,1.0233430585162893,,0.0108340199904763,2114.592220877978,,2.8075613839841935,2.8075613839841935,2117.399782261962
NUTSLAB09,29,8,22,0,205871,11,C_Aug29-22_0808,data/64PE503_SO289_2022.dbs,2022-08-29 14:47:00,19233.615972222226,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,0,False,29-8  22  (0)NUTSLAB09.dat,0.1011728114802129,,0.1001453250751579,2368.203719270011,2376.520033022479,,6.0,1.313651240603461,638.9364815178095,632.7548580343374,,8.012030813092862,25.0,,True,False,18814,31.33333333333333,0.0,70.0,21.738342980907163,6.0,0.497464291216778,27.20361582389546,205571.76022593715,25.0,1.0233430585162893,,0.0108340199904763,2176.3655318034816,,58.96574954151947,58.96574954151947,2235.331281345001
NUTSLAB01,17,10,22,0,201546,11,C_Oct17-22_0910,data/64PE503_SO289_2022.dbs,2022-10-17 11:17:00,19282.47013888889,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,1,False,17-10  22  (0)NUTSLAB01.dat,0.1011728114802129,,0.1000914554225068,2364.087743666143,2369.5965381671003,,6.0,1.9179054516575849,632.4084432085294,626.0708111933093,,7.973523990980737,25.0,,True,False,21294,33.666666666666664,5.0,83.0,29.36362072739365,6.0,-1.053836092931432,44.9345080751255,201051.7204111736,25.0,1.0233430585162893,,0.0108748232592605,2136.528808444521,,0.0,0.0,2136.528808444521
64PE503-50-4-2,50,4,2,0,204883,11,C_Oct17-22_0910,data/64PE503_SO289_2022.dbs,2022-10-17 11:35:00,19282.48263888889,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,1,False,50-4  2  (0)64PE503-50-4-2.dat,0.1011728114802129,,0.1000914554225068,2307.938351211363,2321.9478242352216,,7.0,3.68640361579032,632.1475222609108,626.0779887689108,,7.8254337577770015,25.0,,True,False,21313,37.833333333333336,12.0,61.0,19.56541733660582,6.0,-0.9494831301788568,44.3387276579153,204395.27399576287,25.0,1.0233430585162893,,0.0108748232592605,2172.0599570536624,,,1.042150480448571,2173.102107534111
SO289-41111,0,0,0,0,219063,11,C_Oct17-22_0910,data/64PE503_SO289_2022.dbs,2022-10-17 11:50:00,19282.493055555555,True,34.6508,,,2.551602643123421,121.09073845086137,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,1,False,0-0  0  (0)SO289-41111.dat,0.1011467221878298,,0.1000914554225068,2378.586531989537,2384.88785245323,,6.0,1.490522596329284,632.2538003192384,625.9924734714006,,7.595652269679426,25.0,,True,False,21332,40.66666666666666,13.0,61.0,16.996731711975947,6.0,-0.8625223279103525,43.86506067514446,218580.48433257343,25.0,1.0230791704630544,,0.0108748232592605,2323.4019454862364,,,1.7550229545292844,2325.1569684407655
64PE503-56-4-5,56,4,5,0,203494,11,C_Oct17-22_0910,data/64PE503_SO289_2022.dbs,2022-10-17 12:05:00,19282.503472222223,True,35.0,,,0.0,0.0,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,1,False,56-4  5  (0)64PE503-56-4-5.dat,0.1011728114802129,,0.1000914554225068,2306.9977652376983,2320.095588339724,,7.0,4.062904804804442,632.1825195998013,626.05998886401,,7.843774011033754,25.0,,True,False,21351,31.33333333333333,0.0,70.0,26.44281040703167,6.0,-0.7755615256114778,43.39936866141644,203016.6069447244,25.0,1.0233430585162893,,0.0108748232592605,2157.409190247127,,,2.3235116458637295,2159.7327018929905
SO289-40037,0,0,0,0,200684,11,C_Oct17-22_0910,data/64PE503_SO289_2022.dbs,2022-10-17 12:21:00,19282.514583333334,True,34.271,,,1.113953118663139,2.2621065523729533,0.0,False,25.0,True,2,,98.865,data/64PE503_SO289_2022/,1,False,0-0  0  (0)SO289-40037.dat,0.1011183526167242,,0.1000914554225068,2266.4637296287383,2280.9418250364847,,6.0,2.317741730126785,632.1212850136287,626.1276828258628,,7.830061306653984,25.0,,True,False,21370,40.16666666666666,21.0,80.0,19.59095596328968,6.0,-0.6828033365048264,42.906211461181925,200212.031673927,25.0,1.0227922178397235,,0.0108748232592605,2128.7514911192056,,,2.767649231652732,2131.5191403508584
